id,is_pass
1626_45,0.36932420993204024
11020_130,0.9815184500324394
12652_146,0.478104661638543
7038_72,0.08532089466223658
888_71,0.4557193548431021
18922_62,0.7106392728884445
5499_29,0.9680719813504008
10150_125,0.8717038990699411
10158_95,0.8693849191236701
6215_17,0.9189975082474531
6719_121,0.9657595348712708
14498_175,0.8723128548911261
15169_153,0.9715784045485982
11094_23,0.2905541417938333
17853_11,0.8784704969343877
15437_157,0.8930311361234289
7156_53,0.649887188923379
1406_69,0.8115421004170511
6127_32,0.6066058428195877
19983_89,0.9023930383835429
14606_87,0.8530036111622262
15316_112,0.8586702393587666
2729_157,0.8821706702181844
15099_94,0.3819397464389233
1226_135,0.681907474030299
5097_64,0.38166363305294715
7456_19,0.9509638015520465
5846_70,0.8275465308045394
12159_44,0.6366162581594276
17292_94,0.6015594069568733
7038_74,0.6306108633793823
10956_131,0.9679201479538225
8828_136,0.8574831308653463
10477_27,0.9576513834789211
18548_82,0.9292039298725504
4093_82,0.4585441727241367
299_160,0.8927839971836435
6165_117,0.929580181770192
1139_80,0.3839609949316459
6498_93,0.6198579839782176
18332_127,0.8948945139964442
4167_88,0.9575911937252363
5207_80,0.618405642539233
9653_39,0.9432642082112505
9730_31,0.9194212709689967
14676_158,0.7539674040418408
13104_57,0.6722210752987154
4695_32,0.4119536203073072
8544_81,0.9415096449021387
3175_103,0.8669579922778003
5294_167,0.8309287097892435
16934_97,0.3762372593145504
16711_154,0.9455597267933751
11574_83,0.15679470118048539
8183_84,0.5196765170329565
1986_164,0.9346476875314365
10067_21,0.7794863026374521
3588_154,0.9548368057589667
10785_65,0.6079418212975929
1858_144,0.8099210201338067
10801_174,0.8303091244998629
1645_149,0.8774876605393862
8584_128,0.8727478712265807
16381_47,0.807393958762083
10042_28,0.9644340373278869
9725_125,0.8409179245898996
3906_95,0.7669577105235106
13921_40,0.6155858159826488
20096_103,0.45660491382186574
10021_101,0.5580123465043083
1035_19,0.6994518486415948
105_128,0.8384646254797483
7720_87,0.3696734871089532
12174_50,0.5213108050008959
12560_89,0.5494911582208244
11847_86,0.45789715922282054
10240_22,0.8372245228952158
7852_82,0.6948742269010422
3462_104,0.7095115232102072
3592_103,0.7952832125878486
18365_120,0.9095134389614801
10326_23,0.3648265783550243
10334_135,0.8676326709760624
2893_118,0.987244148260962
20072_67,0.3390958217742522
3308_9,0.3065014934340175
14550_170,0.6899710225089846
1926_132,0.7513761719712793
6580_14,0.2554649294890937
2504_126,0.20209960064465005
16734_43,0.6589382607056404
5279_121,0.6635891299682418
11361_180,0.20189731522481744
9156_143,0.9142142006326666
8157_135,0.7170533435800186
4985_159,0.7731146911503305
7191_79,0.7919141212182013
13297_140,0.24827218810896676
10763_94,0.6327425293098152
15041_44,0.7076672802010419
12038_82,0.8728309531769771
8503_133,0.8789295559094542
18334_11,0.42740511809571524
7731_77,0.23475237937080165
8658_141,0.8952618898986191
7531_73,0.3327689143455883
412_143,0.9617626860329415
15721_109,0.752393962608503
10921_25,0.8043490801745794
3366_73,0.3235548582453149
13524_88,0.6902788832909816
19818_73,0.2017943030249943
1800_90,0.6492233281254974
15120_182,0.9201805477509202
14355_94,0.8833539143777515
19593_83,0.9130799535669677
6051_74,0.6676454637485534
1300_44,0.5602547472903854
7326_79,0.5831768601960399
18295_152,0.9225242644241908
1322_73,0.18760073836853353
15009_159,0.49957811246054806
19400_114,0.7807329987519763
10190_141,0.3261727710665247
9530_166,0.865056390023285
9155_136,0.882486392445246
3281_114,0.5462980685269441
6962_16,0.9669209021192451
14439_88,0.6839481252254327
11766_36,0.6321318804011347
2567_14,0.8685919869352283
13337_51,0.7790948365521264
3155_14,0.720864629650937
8431_43,0.5335661539273242
16864_100,0.4710794266450633
15816_95,0.8231452129383978
7850_49,0.5570691944145103
9331_132,0.6900984816379265
18321_69,0.5112199089655083
2661_3,0.22325432801619643
10790_128,0.6739385427361783
15310_43,0.5209230468219659
805_135,0.9119367326166214
9609_169,0.8560853289161672
13486_144,0.5487963125399993
12394_32,0.7796520632338553
16943_179,0.444823425992748
11233_83,0.7047759389938759
8225_50,0.2068856382524212
18931_22,0.3447506607320069
5027_73,0.5125832838960573
2845_76,0.455401062133415
18309_43,0.6619514527923189
14295_57,0.9227934032782349
176_9,0.8694251670385089
19422_120,0.3957138917660506
7015_113,0.7727870403588071
2082_83,0.2241592581599119
10461_27,0.9421267152046188
3517_25,0.6971866896285313
1632_150,0.9116953023175645
14762_95,0.9140664131244082
8994_102,0.9676378516525241
2819_67,0.3141171303245419
9559_164,0.7902088223340684
6124_81,0.9196180714629187
12715_137,0.9013296572042716
18903_148,0.9068391461117532
1771_26,0.777847310730029
10467_159,0.9008920522071691
12193_31,0.8974797978336231
6767_78,0.6177074529255847
19217_113,0.6848357881989372
7521_67,0.7699268917023665
9311_23,0.47662963929139124
5127_87,0.5603983044414671
15018_46,0.6877906677429764
16757_149,0.8235264529802215
13703_38,0.9868016912431827
11840_137,0.8435234201182331
4815_123,0.806253935232448
12418_25,0.46263949967625984
6629_32,0.4644451193343292
12276_97,0.30912704945405334
17234_47,0.23846340026782897
4707_25,0.49931111871082956
17013_187,0.8594838085122246
18006_17,0.9377309905694942
13508_56,0.31079345685377324
6576_72,0.47658192502091234
2103_11,0.47058522311923784
14317_58,0.7156846718823561
16902_43,0.5506240022261183
3208_52,0.7033785143139738
16348_155,0.8826660638703698
194_62,0.8346120584896937
8566_25,0.5763842232578501
6122_120,0.8786540894676576
6956_55,0.5216652253791069
4666_21,0.7955713585368337
5633_87,0.6092329256972444
8586_101,0.521132460350102
4173_74,0.7234297109894834
15570_96,0.535858257890189
3725_22,0.23061471893090096
18782_53,0.9230687241514633
17983_76,0.8724456056287184
2790_61,0.5337776411482611
10881_44,0.5338696375522424
8363_143,0.8819797374203084
17627_153,0.2673816194778988
1843_6,0.334873912560539
13693_33,0.722559741018735
12309_39,0.9193147618675391
14885_94,0.8914971648669402
15795_184,0.9224842792457031
4415_10,0.5809162276780678
4675_61,0.26917128890312314
1000_3,0.4256651415597858
5636_10,0.4291933278072938
11114_103,0.8129137960038146
1479_153,0.7339327774452282
4039_107,0.8184321711483584
15296_182,0.5741524668161959
13847_32,0.6127385717492495
3143_30,0.7320829970583451
14652_39,0.8587706746545132
1729_28,0.8989416643862045
16581_184,0.8236330639886781
13085_152,0.9068742776612522
13497_62,0.8996076276499713
15361_45,0.5686261350332207
14879_158,0.7603889125645911
587_84,0.8047819307539215
11649_86,0.445936637522666
72_43,0.4311485535903742
19051_123,0.6750917319008942
8627_131,0.968729642678366
19926_159,0.5934589835282278
3169_72,0.16769102831020885
19046_32,0.5744129641673813
8410_165,0.7022372489138569
3000_24,0.5685939806575007
4008_24,0.5639094089141528
14337_36,0.42684162968850553
18684_146,0.7657008524391673
4774_28,0.8323245726506812
8002_18,0.9677254492268542
13672_154,0.9279629544596435
14078_178,0.6037404621285307
9792_165,0.7325080242676889
3572_115,0.19475557768447718
3911_48,0.9259261077912864
1074_45,0.17181478471077627
10996_31,0.843814614682134
11232_81,0.6233841724403255
17267_111,0.7138423169900937
4666_30,0.8747274278316765
9241_96,0.8945108895313203
4890_88,0.14934512232117697
6495_122,0.7176249028330606
6241_127,0.5486483592891205
3647_12,0.23561670663493875
10654_82,0.8444945150605052
8533_125,0.7527605965679868
1484_24,0.42470709483959734
18456_33,0.8703323149747391
1189_142,0.9276530529965201
7579_64,0.6674469770233824
18668_103,0.8948737433659062
13336_137,0.9734854180729483
11325_50,0.25013515520146296
16659_156,0.7012392954194103
8886_157,0.9400989186667863
14810_94,0.5476970618767721
6501_131,0.6824804955846746
5246_168,0.7454886842429604
